Link Score,Domain ID,Range ID
0.020365944,4037,170779
0.06720195,4043,19191
0.24149899,4050,154078
0.078447916,4051,54787
0.917746,4052,195029
0.80747074,4053,13315
0.91427416,4056,42787
0.036519293,4058,52547
0.16312507,4059,156482
0.6007254,4066,57596
0.92232764,4069,177324
0.21019886,4091,19191
0.85487634,4103,64027
0.99635077,4106,44776
0.14415985,4118,63905
0.7819705,4120,22913
0.9159947,4122,121073
0.5504709,4123,150180
0.88037425,4128,83966
0.54103386,4133,48284
0.9958904,4136,88576
0.9994388,4137,58548
0.14415985,4138,33097
0.8731527,4139,89310
0.6651507,4143,29765
0.87488556,4144,9832
0.9048397,4146,37328
0.0040376633,4147,159609
0.13732763,4163,34088
0.92232764,4168,4491
0.8528833,4169,45552
0.22993305,4172,156885
0.92232764,4176,61226
0.3262329,4177,82777
0.91799414,4186,54944
0.13380009,4188,129
0.9836095,4190,6351
0.8302469,4192,118642
0.9690782,4198,139821
0.8520603,4199,52132
0.19972104,4203,5657
0.79868937,4207,42113
0.8558646,4208,150162
0.9039329,4214,55112
0.99977046,4216,45319
0.99405456,4219,115005
0.8953371,4221,61328
0.9976662,4222,119641
0.9809603,4224,23484
0.9104363,4231,52286
0.86901057,4237,53234
0.002543215,4239,40231
0.92232764,4242,187467
0.92232764,4249,47613
0.92232764,4250,65334
0.13030224,4251,27027
0.57014996,4254,86963
0.7292423,4259,49259
0.99335796,4262,29867
0.9158638,4263,1496
0.9952341,4265,27418
0.054053813,4267,54577
0.14415985,4274,138363
0.3096436,4275,140544
0.92232764,4276,23609
0.085324354,4278,40978
0.18030374,4280,150292
0.9993936,4281,3258
0.76439697,4290,148326
0.15242,4292,49280
0.90635586,4295,45564
0.31264928,4301,64898
0.8731527,4302,89310
0.39333218,4303,89310
0.9926173,4304,52641
0.86392844,4316,60664
0.41003102,4320,154132
0.9414778,4322,136046
0.92232764,4325,162514
0.45507842,4327,156791
0.9772882,4333,54965
0.8731527,4334,89310
0.9998432,4336,23484
0.8186204,4337,94103
0.14415985,4351,114850
0.28835592,4355,147871
0.9240131,4365,46394
0.9998935,4376,27939
0.123047404,4380,104569
0.39997813,4384,82881
0.67765605,4385,60651
0.7757652,4392,23484
0.50803334,4393,114893
0.9836676,4395,100764
0.01237075,4404,35456
0.98930776,4408,53872
0.106601894,4409,107479
0.015107224,4415,106209
0.41670948,4420,89310
0.8596541,4425,52823
0.6062119,4433,119862
0.9302205,4438,19787
0.99990904,4444,138399
0.911229,4445,140339
0.16865872,4451,62134
0.87578845,4453,114645
0.92232764,4469,57659
0.22967806,4470,156885
0.8553343,4472,88269
0.96136785,4475,44211
0.92232764,4476,73896
0.8603045,4481,58481
0.92232764,4482,26099
0.2071904,4483,180352
0.882386,4492,60663
0.13361032,4494,66705
0.9112195,4495,27240
0.7920881,4499,152795
0.39545894,4507,148554
0.9998682,4510,132495
0.14415985,4516,46483
0.1055887,4519,180382
0.81009305,4520,61676
0.99605304,4524,114744
0.9146575,4532,180230
0.11013937,4534,51267
0.77025765,4540,57914
0.11807139,4550,101370
0.6967484,4558,109384
0.99967104,4567,33644
0.9784621,4568,44210
0.99467665,4571,55002
0.8962838,4576,41243
0.76117307,4579,148808
0.17760018,4585,101706
0.92232764,4590,131305
0.37348175,4592,156757
0.07703699,4593,156885
0.92232764,4595,61226
0.92232764,4596,132741
0.9794038,4597,39991
0.92232764,4606,57482
0.96355516,4607,119630
0.0724614,4618,153181
0.4953508,4624,126131
0.16330762,4632,156515
0.9976662,4635,119546
0.16358536,4637,156515
0.63760877,4644,26924
0.92232764,4650,158113
0.09691487,4656,49648
0.32057685,4661,18741
0.2311811,4666,117317
0.76514196,4668,23036
0.79972565,4673,59304
0.20068613,4683,163107
0.7603168,4687,87506
0.92232764,4691,27958
0.8731527,4693,89310
0.92232764,4698,105463
0.21699047,4700,150180
0.7396284,4711,52511
0.92232764,4714,91784
0.91617525,4717,186979
0.9993494,4720,171450
0.8770704,4727,49988
0.99626166,4729,46232
0.14415985,4731,162937
0.99990904,4740,144200
0.9151857,4741,170738
0.8443246,4745,61364
0.7800478,4747,61682
0.7474722,4759,93260
0.92232764,4767,60594
0.85120165,4772,40655
0.27073926,4774,153634
0.92232764,4778,132149
0.99970686,4782,119586
0.92232764,4783,89329
0.09430371,4785,129529
0.92232764,4786,60655
0.9949803,4787,46329
0.14415985,4788,54777
0.98764855,4791,3101
0.99418694,4792,2181
0.5821337,4793,119642
0.85108316,4799,134343
0.9186714,4800,102050
0.85283905,4803,47380
0.9010474,4804,84315
0.73013175,4807,152435
0.7357496,4816,104134
0.92232764,4819,159687
0.77820325,4824,89310
0.9253793,4826,35955
0.9179245,4828,58098
0.007789336,4837,37844
0.9998247,4841,47427
0.9032508,4842,61364
0.90650505,4843,115546
0.7827496,4844,168491
0.78339654,4848,66146
0.41832328,4854,152254
0.91779137,4855,145125
0.92232764,4856,58186
0.807538,4864,50516
0.9995453,4867,114781
0.92232764,4868,99204
0.99990904,4871,180419
0.0029457652,4874,163634
0.92232764,4876,58143
0.7125899,4878,47108
0.27242142,4880,124165
0.99990904,4882,38945
0.0074605597,4887,191261
0.3557069,4892,92082
0.95636445,4897,28157
0.5360782,4902,113095
0.91478777,4903,47312
0.13567774,4905,37313
0.9995742,4909,55429
0.92232764,4915,59686
0.9132622,4917,86963
0.9926459,4920,87540
0.95433235,4922,41569
0.2987327,4924,110899
0.7965252,4927,65211
0.9104076,4948,84224
0.75552386,4954,59055
0.090118594,4956,27924
0.7353833,4960,113484
0.9622548,4962,191242
0.99467665,4963,39571
0.5976411,4964,164272
0.9998439,4966,139269
0.20003371,4967,182006
0.92232764,4969,60814
0.92232764,4970,56282
0.68881446,4980,38915
0.91498184,4984,126701
0.91556704,4985,187485
0.9109389,4995,41453
0.14415985,4997,128594
0.91386956,4999,138721
0.2882968,5001,149018
0.8442245,5005,197395
0.27236855,5010,65989
0.8968905,5011,28260
0.92232764,5013,129982
0.78099257,5015,19569
0.7363518,5029,55811
0.013893742,5048,180039
0.99987066,5049,96729
0.9136255,5054,52594
0.86904186,5056,35302
0.20890811,5058,150286
0.894418,5061,53623
0.92232764,5062,57498
0.999555,5064,116915
0.90954447,5072,115536
0.40142813,5079,5152
